Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,YearBuilt,YearRemodAdd,GarageYrBlt,YrSold,SalePrice
467,20,85,10628,7,5,1277,0,0,1277,1,0,1,0,2,1,0,778,0,499,1277,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,Gd,CBlock,TA,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,2,526,5,1,0,0,0,0,176,0,0,4,TA,Typ,Po,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,WD,Normal,1970,1970,1970,2007,167000
468,70,79,9480,5,7,888,756,0,1644,0,0,1,1,3,1,224,386,0,342,728,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,1,312,7,2,168,0,0,0,0,0,0,6,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1942,1995,1942,2007,146500
469,20,98,11428,8,5,1634,0,0,1634,0,0,2,0,3,1,248,0,0,1626,1626,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3,866,7,1,0,44,0,0,0,0,0,5,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2006,2006,2006,2007,250000
470,60,76,9291,6,5,832,878,0,1710,0,0,2,1,3,1,120,426,0,406,832,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,506,7,0,144,70,0,0,0,0,0,6,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1993,1993,1993,2008,187000
471,120,NA,6820,8,5,1502,0,0,1502,1,0,1,1,1,1,0,368,1120,0,1488,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Av,GLQ,BLQ,GasA,TA,Y,SBrkr,2,528,4,0,0,54,0,0,140,0,0,6,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1985,1985,1985,2010,212000
472,60,92,11952,7,6,1161,808,0,1969,0,0,2,1,3,1,0,0,0,808,808,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2,534,8,1,0,0,0,0,276,0,0,11,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1977,1977,1977,2007,190000
473,180,35,3675,6,5,1072,0,0,1072,1,0,1,0,2,1,80,459,0,88,547,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2,525,5,0,0,28,0,0,0,0,0,6,TA,Typ,NA,Basment,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2005,2005,2005,2008,148000
474,20,110,14977,8,5,1976,0,0,1976,1,0,2,0,2,1,304,1350,0,626,1976,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,3,908,7,1,250,63,0,0,0,0,0,7,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2006,2007,2006,2007,440000
475,120,41,5330,8,5,1652,0,0,1652,1,0,2,0,2,1,0,1196,0,298,1494,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2,499,6,0,96,48,0,0,0,0,0,8,Ex,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2000,2000,2000,2007,251000
476,20,80,8480,5,6,970,0,0,970,1,0,1,0,2,1,0,630,0,340,970,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,2,624,5,0,0,24,0,0,192,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1963,1963,1996,2007,132500
477,20,75,13125,6,5,1493,0,0,1493,1,0,2,0,3,1,215,994,0,484,1478,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2,508,7,1,140,39,0,0,0,0,0,4,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1997,1998,1997,2008,208900
478,60,105,13693,9,5,2069,574,0,2643,0,0,2,1,3,1,772,0,0,2153,2153,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,3,694,9,1,414,84,0,0,0,0,0,3,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2006,2006,2006,2007,380000
479,20,79,10637,8,5,1718,0,0,1718,1,0,2,0,3,1,336,1288,0,417,1705,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,3,826,7,1,208,44,0,0,0,0,0,9,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2007,2008,2007,2009,297000
480,30,50,5925,4,7,1131,0,0,1131,0,0,1,0,2,1,435,168,0,739,907,RM,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,BrkCmn,TA,TA,BrkTil,Fa,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,2,672,7,0,0,72,0,0,0,0,0,3,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Alloca,1937,2000,1995,2007,89471
481,20,98,16033,9,5,1850,0,0,1850,1,0,2,0,3,1,378,1261,0,572,1833,RL,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,3,772,8,1,519,112,0,0,0,0,0,3,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2004,2005,2004,2006,326000
482,20,72,11846,9,5,1792,0,0,1792,1,0,2,0,2,1,562,1567,0,225,1792,RL,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,3,874,6,1,206,49,0,0,0,0,0,8,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2003,2004,2003,2006,374000
483,70,50,2500,7,8,916,910,0,1826,1,0,1,1,4,1,0,299,0,611,910,RM,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,Gd,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,164,7,1,0,0,0,0,0,0,0,6,Ex,Min2,Gd,Attchd,Unf,Fa,Fa,Y,NA,NA,NA,WD,Normal,1915,2005,1915,2009,155000
484,120,32,4500,6,5,1216,0,0,1216,1,0,2,0,2,1,116,897,0,319,1216,RM,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,402,5,0,0,125,0,0,0,0,0,5,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1998,1998,1998,2006,164000
485,20,NA,7758,5,7,999,0,0,999,1,0,1,0,3,1,0,588,0,411,999,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,1,264,6,0,0,132,0,0,0,0,0,3,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1962,2001,1963,2007,132500
486,20,80,9600,5,7,1113,0,0,1113,0,0,1,0,3,1,0,607,0,506,1113,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,1,264,5,1,0,80,120,0,0,0,0,7,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1950,2007,1950,2009,147000
487,20,79,10289,5,7,1073,0,0,1073,1,0,1,1,3,1,168,836,0,237,1073,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,515,6,0,0,0,0,0,0,0,0,6,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1965,1965,1965,2007,156000
488,20,70,12243,5,6,1484,0,0,1484,0,0,2,0,3,1,0,998,0,486,1484,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,2,487,7,1,224,0,0,0,180,0,0,2,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1971,1971,1971,2007,175000
489,190,60,10800,5,4,1766,648,0,2414,0,0,2,0,3,2,0,664,0,290,954,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,Fa,No,BLQ,Unf,GasA,TA,N,FuseA,2,520,10,1,142,0,0,0,0,0,0,5,TA,Mod,Gd,Attchd,Unf,TA,Fa,N,NA,NA,NA,ConLD,Normal,1900,1970,1970,2006,160000
490,180,21,1526,4,8,630,0,0,630,1,0,1,0,1,1,0,515,0,115,630,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,1,286,3,0,0,0,0,0,0,0,0,5,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1970,2002,1970,2009,86000
491,160,NA,2665,5,6,616,688,0,1304,0,0,1,1,3,1,0,0,0,264,264,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,1,336,4,1,141,24,0,0,0,0,0,6,TA,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1976,1976,1976,2008,115000
492,50,79,9490,6,7,958,620,0,1578,1,0,1,0,3,1,0,403,165,238,806,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,FuseA,1,240,5,2,0,0,32,0,0,0,0,8,Fa,Typ,TA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1941,1950,1941,2006,133000
493,60,105,15578,6,5,728,728,0,1456,0,0,2,1,3,1,0,0,0,728,728,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,429,8,0,0,0,0,0,0,0,0,5,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2006,2006,2006,2006,172785
494,20,70,7931,5,6,1269,0,0,1269,0,0,1,1,3,1,0,374,532,363,1269,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,FuseA,1,308,6,1,0,0,0,0,0,0,0,6,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1960,1960,1964,2008,155000
495,30,50,5784,5,8,886,0,0,886,0,0,1,0,2,1,0,0,0,190,190,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,1,273,4,0,144,20,80,0,0,0,0,12,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1938,1996,1938,2009,91300
496,30,60,7879,4,5,720,0,0,720,0,0,1,0,2,1,0,495,0,225,720,C (all),Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,N,FuseA,0,0,4,0,0,523,115,0,0,0,0,11,TA,Typ,NA,NA,NA,NA,NA,N,NA,GdWo,NA,WD,Abnorml,1920,1950,NA,2009,34900
497,20,NA,12692,8,5,3228,0,0,3228,1,0,3,0,4,1,0,1231,0,1969,3200,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,546,10,1,264,75,291,0,0,0,0,5,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1992,1993,1992,2007,430000
498,50,60,9120,7,6,1133,687,0,1820,1,0,2,0,4,1,0,329,0,697,1026,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,PConc,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1,240,8,0,0,100,0,0,0,0,0,6,TA,Typ,NA,Detchd,Unf,TA,TA,N,NA,GdPrv,NA,WD,Normal,1925,1950,1925,2008,184000
499,20,65,7800,5,7,899,0,0,899,0,0,1,0,3,1,89,450,0,414,864,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,288,5,0,64,0,0,0,0,0,0,6,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1967,2004,1967,2009,130000
500,20,70,7535,5,7,912,0,0,912,0,1,1,0,2,1,0,111,279,522,912,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Fa,Y,SBrkr,1,297,5,0,12,285,0,0,0,0,480,6,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,MnWw,Shed,WD,Normal,1958,1985,1958,2007,120000
501,160,21,1890,6,5,672,546,0,1218,0,0,1,1,3,1,285,356,0,316,672,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1,264,7,0,144,28,0,0,0,0,0,5,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1973,1973,1973,2007,113000
502,60,75,9803,7,5,866,902,0,1768,0,0,2,1,3,1,0,400,0,466,866,FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,2,603,7,0,0,108,0,0,0,0,0,2,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2005,2005,2005,2008,226700
503,20,70,9170,5,7,1214,0,0,1214,1,0,1,0,2,1,0,698,96,420,1214,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,2,461,6,0,0,0,184,0,0,0,400,4,TA,Typ,NA,Detchd,Unf,Fa,Fa,Y,NA,GdPrv,Shed,WD,Normal,1965,1965,1965,2007,140000
504,20,100,15602,7,8,1801,0,0,1801,1,0,2,0,1,1,0,1247,0,254,1501,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,484,6,2,0,54,0,0,161,0,0,3,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,GdWo,NA,WD,Normal,1959,1997,1959,2010,289000
505,160,24,2308,6,5,855,467,0,1322,0,1,2,1,3,1,0,257,495,103,855,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,2,440,6,1,260,0,0,0,0,0,0,6,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1974,1974,1974,2009,147000
506,90,60,7596,5,5,960,1000,0,1960,0,0,2,0,4,2,360,0,0,960,960,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,400,10,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,N,NA,NA,NA,COD,Normal,1952,1952,1952,2009,124500
507,60,80,9554,8,5,1065,846,0,1911,0,0,2,1,3,1,125,380,0,397,777,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,471,8,1,182,81,0,0,0,0,0,9,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1993,1994,1993,2006,215000
508,20,75,7862,6,5,1218,0,0,1218,0,0,2,0,2,1,0,27,0,1191,1218,FV,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,676,4,0,0,102,0,0,0,0,0,9,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2009,2009,2009,2009,208300
509,70,60,9600,7,9,689,689,0,1378,0,0,2,0,3,1,0,141,0,548,689,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,TA,Ex,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,2,360,7,1,0,0,116,0,0,0,0,10,Gd,Typ,Gd,Detchd,Unf,TA,TA,N,NA,NA,NA,WD,Normal,1928,2005,1928,2008,161000
510,20,80,9600,5,6,1041,0,0,1041,1,0,1,0,3,1,132,991,0,50,1041,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,270,6,0,224,88,0,0,0,0,0,7,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1959,1959,1959,2009,124500
511,20,75,14559,5,7,1363,0,0,1363,1,0,1,0,2,1,70,650,180,178,1008,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,Gd,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,1,288,6,2,324,42,0,0,168,0,2000,6,TA,Min1,TA,CarPort,Unf,TA,TA,Y,NA,NA,Shed,WD,Normal,1951,2000,1951,2009,164900
512,120,40,6792,7,5,1368,0,0,1368,0,0,2,0,2,1,94,0,0,1368,1368,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,474,6,1,132,35,0,0,0,0,0,3,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2005,2006,2005,2006,202665
513,20,70,9100,5,5,864,0,0,864,1,0,1,0,3,1,0,521,174,169,864,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,2,624,5,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1958,1958,1964,2006,129900
514,20,71,9187,6,5,1080,0,0,1080,0,0,1,1,3,1,0,336,0,748,1084,RL,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,484,5,0,120,0,158,0,0,0,0,6,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1983,1983,1983,2007,134000
515,45,55,10594,5,5,789,0,0,789,0,0,1,0,2,1,0,0,0,768,768,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,SBrkr,1,200,5,0,0,0,112,0,0,0,0,6,TA,Typ,NA,Detchd,Unf,Po,Po,Y,NA,MnPrv,NA,WD,Normal,1926,1950,1926,2007,96500
516,20,94,12220,10,5,2020,0,0,2020,1,0,2,1,3,1,305,1436,0,570,2006,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,CBlock,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3,900,9,1,156,54,0,0,0,0,0,9,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2009,2009,2009,2009,402861
517,80,NA,10448,6,6,1378,741,0,2119,0,0,2,1,3,1,333,0,0,689,689,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2,583,7,1,0,104,0,0,0,0,0,8,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,GdPrv,NA,COD,Abnorml,1972,1972,1972,2009,158000
518,60,79,10208,7,5,1277,1067,0,2344,0,0,2,1,3,1,921,0,0,1264,1264,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3,889,7,1,220,0,0,0,0,0,0,7,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1996,1997,1996,2009,265000
